all,all588366,41.62925720214844,41.58393859863281,0.0,0.0,0.0
all,all588366,41.62788391113281,41.58256530761719,0.0,0.0,0.0
all,all426139,41.63337707519531,41.57844543457031,0.0,0.0,0.0
all,all608032,41.67045593261719,41.60591125488281,0.0,0.0,0.0
all,all608032,41.67045593261719,41.60728454589844,0.0,0.0,0.0
all,all588366,41.62788391113281,41.58119201660156,0.0,0.0,0.0
all,all426139,41.63749694824219,41.57569885253906,0.0,0.0,0.0
all,all426139,41.63475036621094,41.57844543457031,0.0,0.0,0.0
all,all588366,41.62925720214844,41.58256530761719,0.0,0.0,0.0
all,all608032,41.66633605957031,41.61277770996094,0.0,0.0,0.0
all,all608032,41.67045593261719,41.60865783691406,0.0,0.0,0.0
all,all426139,41.63749694824219,41.57432556152344,0.0,0.0,0.0
all,all608032,41.67045593261719,41.61003112792969,0.0,0.0,0.0
all,all608032,41.66633605957031,41.61140441894531,0.0,0.0,0.0
all,all426139,41.63749694824219,41.58119201660156,0.0,0.0,0.0
all,all608032,41.67732238769531,41.59767150878906,0.0,0.0,0.0
all,all426139,41.63749694824219,41.57981872558594,0.0,0.0,0.0
all,all608032,41.66633605957031,41.61415100097656,0.0,0.0,0.0
all,all608032,41.66633605957031,41.61552429199219,0.0,0.0,0.0
all,all426139,41.63612365722656,41.57981872558594,0.0,0.0,0.0
all,all426139,41.63200378417969,41.57707214355469,0.0,0.0,0.0
all,all608032,41.67457580566406,41.59767150878906,0.0,0.0,0.0
all,all426139,41.63063049316406,41.57707214355469,0.0,0.0,0.0
all,all608032,41.67457580566406,41.59904479980469,0.0,0.0,0.0
all,all608032,41.67182922363281,41.60179138183594,0.0,0.0,0.0
all,all608032,41.67594909667969,41.59767150878906,0.0,0.0,0.0
all,all608032,41.67182922363281,41.60041809082031,0.0,0.0,0.0
all,all608032,41.67182922363281,41.61003112792969,0.0,0.0,0.0
all,all426139,41.63200378417969,41.57844543457031,0.0,0.0,0.0
all,all463447,41.90116882324219,41.75697326660156,452000.0,452000.0,0.0
all,all544719,41.66084289550781,41.56471252441406,0.0,0.0,0.0
all,all544719,41.66084289550781,41.56608581542969,0.0,0.0,0.0
all,all544719,41.66084289550781,41.56196594238281,0.0,0.0,0.0
all,all544719,41.66084289550781,41.56333923339844,0.0,0.0,0.0
all,all426139,41.63612365722656,41.57295227050781,0.0,0.0,0.0
all,all463447,41.89704895019531,41.75559997558594,2524000.0,2524000.0,0.0
all,all463447,41.89704895019531,41.75422668457031,3829000.0,3829000.0,0.0
all,all463447,41.89842224121094,41.75559997558594,1802000.0,1802000.0,0.0
all,all588366,41.62651062011719,41.57844543457031,0.0,0.0,0.0
all,all588366,41.62651062011719,41.57981872558594,0.0,0.0,0.0
all,all588366,41.62651062011719,41.58119201660156,0.0,0.0,0.0
all,all463447,41.89979553222656,41.75697326660156,640000.0,640000.0,0.0
all,all426139,41.63475036621094,41.57295227050781,0.0,0.0,0.0
all,all463447,41.89979553222656,41.75559997558594,2061000.0,2061000.0,0.0
all,all463447,41.89567565917969,41.75834655761719,0.0,0.0,0.0
all,all463447,41.89567565917969,41.75697326660156,581000.0,581000.0,0.0
all,all463447,41.89430236816406,41.75834655761719,0.0,0.0,0.0
all,all463447,41.89430236816406,41.75697326660156,0.0,0.0,0.0
all,all544719,41.66770935058594,41.56608581542969,0.0,0.0,0.0
all,all588366,41.62651062011719,41.57569885253906,0.0,0.0,0.0
all,all544719,41.66770935058594,41.56471252441406,0.0,0.0,0.0
all,all608032,41.67182922363281,41.61415100097656,0.0,0.0,0.0
all,all588366,41.62651062011719,41.57432556152344,0.0,0.0,0.0
all,all544719,41.66770935058594,41.56333923339844,0.0,0.0,0.0
all,all608032,41.67182922363281,41.61140441894531,0.0,0.0,0.0
all,all544719,41.66770935058594,41.56196594238281,0.0,0.0,0.0
all,all608032,41.67182922363281,41.61277770996094,0.0,0.0,0.0
all,all588366,41.62651062011719,41.57707214355469,0.0,0.0,0.0
all,all544719,41.66633605957031,41.56196594238281,0.0,0.0,0.0
all,all426139,41.62925720214844,41.57707214355469,0.0,0.0,0.0
all,all544719,41.66084289550781,41.56883239746094,0.0,0.0,0.0
all,all426139,41.62788391113281,41.57707214355469,0.0,0.0,0.0
all,all608032,41.67182922363281,41.61552429199219,0.0,0.0,0.0
all,all544719,41.66084289550781,41.56745910644531,0.0,0.0,0.0
all,all588366,41.62651062011719,41.57295227050781,0.0,0.0,0.0
all,all463447,41.89292907714844,41.75559997558594,0.0,0.0,0.0
all,all463447,41.89292907714844,41.75697326660156,0.0,0.0,0.0
all,all463447,41.89567565917969,41.75559997558594,7084000.0,7084000.0,0.0
all,all463447,41.89430236816406,41.75971984863281,0.0,0.0,0.0
